"Week","Adj.Close"
"2008-04-04",230.04
"2008-04-11",233.768
"2008-04-18",234.48
"2008-04-25",272.91
"2008-05-02",286.212
"2008-05-09",291.94
"2008-05-16",290.822
"2008-05-23",280.3
"2008-05-30",287.5275
"2008-06-06",287.068
"2008-06-13",278.446
"2008-06-20",281.41
"2008-06-27",269.81
"2008-07-03",265.9125
"2008-07-11",271.71
"2008-07-18",259.066
"2008-07-25",240.512
"2008-08-01",238.692
"2008-08-08",240.572
"2008-08-15",252.166
"2008-08-22",245.338
"2008-08-29",236.52
"2008-09-05",228.2525
"2008-09-12",212.632
"2008-09-19",218.17
"2008-09-26",216.734
"2008-10-03",197.262
"2008-10-10",171.802
"2008-10-17",181.028
"2008-10-24",179.114
"2008-10-31",177.708
"2008-11-07",171.976
"2008-11-14",154.492
"2008-11-21",140.112
"2008-11-28",140.71
"2008-12-05",138.024
"2008-12-12",153.442
"2008-12-19",157.322
"2008-12-26",149.955
"2009-01-02",153.8425
"2009-01-09",162.602
"2009-01-16",152.816
"2009-01-23",152.28
"2009-01-30",168.756
"2009-02-06",175.08
"2009-02-13",181.786
"2009-02-20",173.28
"2009-02-27",169.402
"2009-03-06",158.734
"2009-03-13",156.648
"2009-03-20",164.992
"2009-03-27",174.256
"2009-04-03",177.89
"2009-04-09",182.855
"2009-04-17",190.94
"2009-04-24",192.074
"2009-05-01",195.274
"2009-05-08",201.44
"2009-05-15",197.598
"2009-05-22",198.49
"2009-05-29",204.8975
"2009-06-05",217.336
"2009-06-12",216.298
"2009-06-19",208.418
"2009-06-26",206.546
"2009-07-02",209.36
"2009-07-10",203.556
"2009-07-17",216.216
"2009-07-24",217.198
"2009-07-31",221.18
"2009-08-07",226.682
"2009-08-14",229.37
"2009-08-21",226.206
"2009-08-28",234.124
"2009-09-04",229.156
"2009-09-11",233.445
"2009-09-18",242.658
"2009-09-25",248.626
"2009-10-02",246.712
"2009-10-09",253.776
"2009-10-16",266.79
"2009-10-23",276.546
"2009-10-30",273.27
"2009-11-06",271.408
"2009-11-13",284.258
"2009-11-20",287.624
"2009-11-27",291.66
"2009-12-04",293.406
"2009-12-11",294.728
"2009-12-18",297.998
"2009-12-24",304.05
"2009-12-31",310.935
"2010-01-08",305.818
"2010-01-15",295.15
"2010-01-22",287.915
"2010-01-29",269.144
"2010-02-05",266.57
"2010-02-12",267.656
"2010-02-19",270.705
"2010-02-26",266.522
"2010-03-05",274.06
"2010-03-12",286.266
"2010-03-19",282.314
"2010-03-26",279.218
"2010-04-01",283.4175
"2010-04-09",283.93
"2010-04-16",289.684
"2010-04-23",275.426
"2010-04-30",265.024
"2010-05-07",254.11
"2010-05-14",255.708
"2010-05-21",245.026
"2010-05-28",240.82
"2010-06-04",247.755
"2010-06-11",242.224
"2010-06-18",248.506
"2010-06-25",240.706
"2010-07-02",224.958
"2010-07-09",226.5175
"2010-07-16",241.242
"2010-07-23",240.256
"2010-07-30",243.824
"2010-08-06",249.736
"2010-08-13",248.166
"2010-08-20",239.066
"2010-08-27",228.218
"2010-09-03",229.884
"2010-09-10",236.15
"2010-09-17",241.698
"2010-09-24",258.11
"2010-10-01",263.932
"2010-10-08",266.394
"2010-10-15",276.87
"2010-10-22",306.108
"2010-10-29",308.694
"2010-11-05",310.324
"2010-11-12",309.804
"2010-11-19",295.308
"2010-11-26",295.1975
"2010-12-03",284.986
"2010-12-10",294.27
"2010-12-17",296.532
"2010-12-23",301.285
