Date,Adj Close
2008-03-31,33.63
2008-04-01,34.37
2008-04-02,33.67
2008-04-03,33.72
2008-04-04,33.46
2008-04-07,33.59
2008-04-08,33.22
2008-04-09,32.59
2008-04-10,32.33
2008-04-11,31.86
2008-04-14,31.29
2008-04-15,31.45
2008-04-16,31.59
2008-04-17,31.55
2008-04-18,31.75
2008-04-21,31.6
2008-04-22,31.14
2008-04-23,31.49
2008-04-24,31.63
2008-04-25,31.33
2008-04-28,31.33
2008-04-29,31.44
2008-04-30,30.77
2008-05-01,31.51
2008-05-02,31.15
2008-05-05,31.26
2008-05-06,31.25
2008-05-07,31.2
2008-05-08,31.05
2008-05-09,30.89
2008-05-12,31.34
2008-05-13,31.31
2008-05-14,31.87
2008-05-15,32.28
2008-05-16,32.11
2008-05-19,32.03
2008-05-20,31.94
2008-05-21,31.23
2008-05-22,31.58
2008-05-23,31.06
2008-05-27,31.55
2008-05-28,31.5
2008-05-29,31.89
2008-05-30,31.89
2008-06-02,31.97
2008-06-03,32.17
2008-06-04,32.17
2008-06-05,32.49
2008-06-06,31.45
2008-06-09,31.53
2008-06-10,31.6
2008-06-11,31.27
2008-06-12,31.38
2008-06-13,32.1
2008-06-16,32.09
2008-06-17,31.63
2008-06-18,31.1
2008-06-19,31.37
2008-06-20,31.04
2008-06-23,30.72
2008-06-24,30.09
2008-06-25,30.05
2008-06-26,29.11
2008-06-27,29.19
2008-06-30,28.78
2008-07-01,28.71
2008-07-02,27.79
2008-07-03,27.84
2008-07-07,28.06
2008-07-08,28.23
2008-07-09,28.41
2008-07-10,29.47
2008-07-11,28.96
2008-07-14,28.77
2008-07-15,28.62
2008-07-16,29.66
2008-07-17,30.37
2008-07-18,30.26
2008-07-21,29.96
2008-07-22,30.44
2008-07-23,30.7
2008-07-24,29.9
2008-07-25,29.71
2008-07-28,29.37
2008-07-29,29.96
2008-07-30,30.23
2008-07-31,30.4
2008-08-01,30.04
2008-08-04,30.4
2008-08-05,31.4
2008-08-06,31.7
2008-08-07,31.2
2008-08-08,32.35
2008-08-11,32.51
2008-08-12,32.84
2008-08-13,32.67
2008-08-14,32.89
2008-08-15,32.99
2008-08-18,32.96
2008-08-19,32.31
2008-08-20,31.81
2008-08-21,32.17
2008-08-22,32.38
2008-08-25,31.57
2008-08-26,31.59
2008-08-27,31.33
2008-08-28,32.43
2008-08-29,32.35
2008-09-02,31.96
2008-09-03,31.89
2008-09-04,31.02
2008-09-05,30.71
2008-09-08,31.96
2008-09-09,31.28
2008-09-10,31.74
2008-09-11,32.56
2008-09-12,32.03
2008-09-15,30.43
2008-09-16,29.73
2008-09-17,28.38
2008-09-18,29.16
2008-09-19,29.27
2008-09-22,28.2
2008-09-23,27.84
2008-09-24,28.08
2008-09-25,28.53
2008-09-26,29.06
2008-09-29,27.53
2008-09-30,27.49
2008-10-01,26.41
2008-10-02,25.86
2008-10-03,24.83
2008-10-06,24.45
2008-10-07,23.74
2008-10-08,23.25
