"Week","Adj.Close"
"2008-04-04",22.648
"2008-04-11",22.13
"2008-04-18",21.438
"2008-04-25",21.87
"2008-05-02",24.146
"2008-05-09",24.01
"2008-05-16",24.398
"2008-05-23",23.828
"2008-05-30",24.3225
"2008-06-06",24.514
"2008-06-13",23.892
"2008-06-20",23.284
"2008-06-27",22.88
"2008-07-03",22.1075
"2008-07-11",22.376
"2008-07-18",21.67
"2008-07-25",20.218
"2008-08-01",20.62
"2008-08-08",21.466
"2008-08-15",21.77
"2008-08-22",20.434
"2008-08-29",20.142
"2008-09-05",20.75
"2008-09-12",20.302
"2008-09-19",19.268
"2008-09-26",18.972
"2008-10-03",18.27
"2008-10-10",17.25
"2008-10-17",17.18
"2008-10-24",16.874
"2008-10-31",16.188
"2008-11-07",17.022
"2008-11-14",16.7
"2008-11-21",15.222
"2008-11-28",16.2475
"2008-12-05",16.898
"2008-12-12",17.726
"2008-12-19",18.17
"2008-12-26",17.5075
"2009-01-02",18.2125
"2009-01-09",18.286
"2009-01-16",17.992
"2009-01-23",18.0425
"2009-01-30",17.942
"2009-02-06",16.528
"2009-02-13",16.312
"2009-02-20",15.825
"2009-02-27",15.372
"2009-03-06",14.032
"2009-03-13",14.382
"2009-03-20",15.318
"2009-03-27",16.258
"2009-04-03",16.13
"2009-04-09",15.995
"2009-04-17",15.79
"2009-04-24",15.834
"2009-05-01",15.936
"2009-05-08",15.566
"2009-05-15",15.13
"2009-05-22",15.436
"2009-05-29",15.645
"2009-06-05",16.262
"2009-06-12",16.436
"2009-06-19",16.234
"2009-06-26",16.324
"2009-07-02",15.8725
"2009-07-10",15.374
"2009-07-17",15.608
"2009-07-24",15.168
"2009-07-31",14.864
"2009-08-07",14.698
"2009-08-14",14.924
"2009-08-21",14.834
"2009-08-28",15.212
"2009-09-04",15.074
"2009-09-11",15.5825
"2009-09-18",15.368
"2009-09-25",15.284
"2009-10-02",15.588
"2009-10-09",16.28
"2009-10-16",17.372
"2009-10-23",18.028
"2009-10-30",17.798
"2009-11-06",17.856
"2009-11-13",18.352
"2009-11-20",18.054
"2009-11-27",17.885
"2009-12-04",17.716
"2009-12-11",17.018
"2009-12-18",16.828
"2009-12-24",16.9425
"2009-12-31",17.055
"2010-01-08",16.89
"2010-01-15",17.04
"2010-01-22",17.9525
"2010-01-29",17.85
"2010-02-05",17.822
"2010-02-12",17.716
"2010-02-19",18.5125
"2010-02-26",19.116
"2010-03-05",19.64
"2010-03-12",19.552
"2010-03-19",19.69
"2010-03-26",19.416
"2010-04-01",19.925
"2010-04-09",20.344
"2010-04-16",20.868
"2010-04-23",21.252
"2010-04-30",19.904
"2010-05-07",19.006
"2010-05-14",19.008
"2010-05-21",18.56
"2010-05-28",17.696
"2010-06-04",17.525
"2010-06-11",16.66
"2010-06-18",16.918
"2010-06-25",16.142
"2010-07-02",15.82
"2010-07-09",15.8075
"2010-07-16",16.066
"2010-07-23",16.028
"2010-07-30",16.274
