"Week","Adj.Close"
"2008-04-04",57.526
"2008-04-11",57.606
"2008-04-18",58.426
"2008-04-25",60.572
"2008-05-02",62.076
"2008-05-09",62.528
"2008-05-16",64.312
"2008-05-23",61.82
"2008-05-30",63.16
"2008-06-06",61.976
"2008-06-13",60.812
"2008-06-20",60.654
"2008-06-27",60.586
"2008-07-03",62.4925
"2008-07-11",62.76
"2008-07-18",62.362
"2008-07-25",57.442
"2008-08-01",53.99
"2008-08-08",56.806
"2008-08-15",58.832
"2008-08-22",58.224
"2008-08-29",58.408
"2008-09-05",59.445
"2008-09-12",60.566
"2008-09-19",58.926
"2008-09-26",56.838
"2008-10-03",55.404
"2008-10-10",49.52
"2008-10-17",50.162
"2008-10-24",47.25
"2008-10-31",48.928
"2008-11-07",47.114
"2008-11-14",44.092
"2008-11-21",40.46
"2008-11-28",44.4475
"2008-12-05",45.142
"2008-12-12",46.838
"2008-12-19",46.872
"2008-12-26",45.39
"2009-01-02",45.49
"2009-01-09",44.422
"2009-01-16",42.602
"2009-01-23",41.4925
"2009-01-30",41.072
"2009-02-06",39.13
"2009-02-13",38.568
"2009-02-20",37.325
"2009-02-27",36.842
"2009-03-06",35.31
"2009-03-13",35.366
"2009-03-20",38.758
"2009-03-27",41.582
"2009-04-03",41.464
"2009-04-09",41.4675
"2009-04-17",40.324
"2009-04-24",40.932
"2009-05-01",41.95
"2009-05-08",41.262
"2009-05-15",40.188
"2009-05-22",42.114
"2009-05-29",42.89
"2009-06-05",42.9
"2009-06-12",41.384
"2009-06-19",40.796
"2009-06-26",40.254
"2009-07-02",40.2325
"2009-07-10",40.004
"2009-07-17",40.914
"2009-07-24",42.946
"2009-07-31",43.238
"2009-08-07",43.65
"2009-08-14",43.32
"2009-08-21",42.374
"2009-08-28",44.46
"2009-09-04",46.53
"2009-09-11",50.3625
"2009-09-18",50.828
"2009-09-25",51.12
"2009-10-02",49.866
"2009-10-09",51.55
"2009-10-16",51.84
"2009-10-23",51.826
"2009-10-30",50.854
"2009-11-06",52.052
"2009-11-13",53.554
"2009-11-20",53.832
"2009-11-27",53.735
"2009-12-04",53.24
"2009-12-11",52.374
"2009-12-18",52.128
"2009-12-24",53.1375
"2009-12-31",53.3
"2010-01-08",52.87
"2010-01-15",52.454
"2010-01-22",51.4725
"2010-01-29",51.122
"2010-02-05",51.906
"2010-02-12",52.5
"2010-02-19",54.305
"2010-02-26",54.262
"2010-03-05",54.378
"2010-03-12",53.582
"2010-03-19",54.308
"2010-03-26",53.792
"2010-04-01",53.4925
"2010-04-09",54.608
"2010-04-16",53.114
"2010-04-23",53.256
"2010-04-30",52.836
"2010-05-07",52.652
"2010-05-14",51.628
"2010-05-21",51.478
"2010-05-28",51.174
"2010-06-04",51.6325
"2010-06-11",50.97
"2010-06-18",52.174
"2010-06-25",51.044
"2010-07-02",49.39
"2010-07-09",49.2075
"2010-07-16",50.12
"2010-07-23",49.058
"2010-07-30",50.482
"2010-08-06",50.85
"2010-08-13",50.424
"2010-08-20",49.694
"2010-08-27",50.252
"2010-09-03",51.594
"2010-09-10",53.0075
"2010-09-17",54.698
"2010-09-24",55.884
"2010-10-01",57.948
"2010-10-08",58.17
"2010-10-15",57.046
"2010-10-22",56.644
"2010-10-29",56.876
"2010-11-05",57.796
"2010-11-12",58.334
"2010-11-19",59.626
"2010-11-26",60.515
"2010-12-03",61.262
"2010-12-10",63.07
"2010-12-17",64.26
"2010-12-23",65.065
"2010-12-31",65.268
"2011-01-07",64.284
"2011-01-14",64.296
"2011-01-21",65.2125
"2011-01-28",65.306
"2011-02-04",65.4
"2011-02-11",67.316
"2011-02-18",67.554
"2011-02-25",66.175
"2011-03-04",65.974
"2011-03-11",66.052
"2011-03-18",63.954
"2011-03-25",64.46
"2011-04-01",65.628
"2011-04-08",68.296
"2011-04-15",69.024
"2011-04-21",70.1875
"2011-04-29",72.55
"2011-05-06",72.524
"2011-05-13",74.39
"2011-05-20",75.228
"2011-05-27",73.622
"2011-06-03",72.305
"2011-06-10",71.026
"2011-06-17",71.35
"2011-06-24",72.906
"2011-07-01",72.898
"2011-07-08",74.095
"2011-07-15",72.856
"2011-07-22",73.104
"2011-07-29",71.818
"2011-08-05",69.632
"2011-08-12",65.578
"2011-08-19",67.94
"2011-08-26",69.236
"2011-09-02",71.276
"2011-09-09",72.3475
"2011-09-16",74.386
"2011-09-23",76.478
"2011-09-30",75.858
"2011-10-07",72.968
"2011-10-14",73.922
"2011-10-21",76.44
"2011-10-28",76.572
"2011-11-04",76.198
"2011-11-11",76.152
"2011-11-18",75.51
"2011-11-25",73.92
"2011-12-02",77.384
"2011-12-09",78.842
"2011-12-16",75.712
"2011-12-23",76.12
"2011-12-30",76.595
"2012-01-06",75.8325
"2012-01-13",72.62
"2012-01-20",74.1775
"2012-01-27",74.634
"2012-02-03",76.098
"2012-02-10",77.106
"2012-02-17",76.668
"2012-02-24",77.1125
"2012-03-02",78.326
"2012-03-09",80.504
"2012-03-16",82.602
"2012-03-23",82.504
"2012-03-30",82.94
"2012-04-05",82.1775
"2012-04-13",79.566
"2012-04-20",79.882
"2012-04-27",79.84
"2012-05-04",78.438
"2012-05-11",76.15
"2012-05-18",76.754
"2012-05-25",76.756
"2012-06-01",78.88
"2012-06-08",80.266
"2012-06-15",81.57
"2012-06-22",83.698
"2012-06-29",84.632
"2012-07-06",86.2475
"2012-07-13",86.336
"2012-07-20",87.734
"2012-07-27",87.094
"2012-08-03",88.24
"2012-08-10",87.86
"2012-08-17",88.292
"2012-08-24",87.822
"2012-08-31",89.466
"2012-09-07",90.995
"2012-09-14",92.958
"2012-09-21",93.936
