"Week","Adj.Close"
"2008-04-04",10.706
"2008-04-11",10.726
"2008-04-18",11.552
"2008-04-25",11.438
"2008-05-02",11.296
"2008-05-09",10.836
"2008-05-16",11.306
"2008-05-23",11.416
"2008-05-30",11.3075
"2008-06-06",10.712
"2008-06-13",10.29
"2008-06-20",8.18
"2008-06-27",7.36
"2008-07-03",6.935
"2008-07-11",7.236
"2008-07-18",8.058
"2008-07-25",9.026
"2008-08-01",9.208
"2008-08-08",9.518
"2008-08-15",10.588
"2008-08-22",9.618
"2008-08-29",9.832
"2008-09-05",11.31
"2008-09-12",12.148
"2008-09-19",13.03
"2008-09-26",11.944
"2008-10-03",12.234
"2008-10-10",11.192
"2008-10-17",12.44
"2008-10-24",12.894
"2008-10-31",13.478
"2008-11-07",14.286
"2008-11-14",13.584
"2008-11-21",11.764
"2008-11-28",12.3575
"2008-12-05",11.818
"2008-12-12",12.318
"2008-12-19",12.152
"2008-12-26",12.16
"2009-01-02",12.9325
"2009-01-09",12.292
"2009-01-16",10.43
"2009-01-23",9.8375
"2009-01-30",10.226
"2009-02-06",10.38
"2009-02-13",10.268
"2009-02-20",9.105
"2009-02-27",9.104
"2009-03-06",8.746
"2009-03-13",8.92
"2009-03-20",9.912
"2009-03-27",10.346
"2009-04-03",10.594
"2009-04-09",10.06
"2009-04-17",11.43
"2009-04-24",11.242
"2009-05-01",11.324
"2009-05-08",11.198
"2009-05-15",10.912
"2009-05-22",11.81
"2009-05-29",11.695
"2009-06-05",10.724
"2009-06-12",9.706
"2009-06-19",9.364
"2009-06-26",9.6
"2009-07-02",9.855
"2009-07-10",10.058
"2009-07-17",10.97
"2009-07-24",11.08
"2009-07-31",11.634
"2009-08-07",12.034
"2009-08-14",11.774
"2009-08-21",11.26
"2009-08-28",11.308
"2009-09-04",11.35
"2009-09-11",11.515
"2009-09-18",11.768
"2009-09-25",11.674
"2009-10-02",11.994
"2009-10-09",11.914
"2009-10-16",11.98
"2009-10-23",11.166
"2009-10-30",10.732
"2009-11-06",10.994
"2009-11-13",11.786
"2009-11-20",12.38
"2009-11-27",12.425
"2009-12-04",12.158
"2009-12-11",12.338
"2009-12-18",12.732
"2009-12-24",13.4425
"2009-12-31",13.68
"2010-01-08",13.658
"2010-01-15",13.924
"2010-01-22",14.1475
"2010-01-29",13.764
"2010-02-05",13.744
"2010-02-12",13.656
"2010-02-19",13.7025
"2010-02-26",14.224
"2010-03-05",15.226
"2010-03-12",15.294
"2010-03-19",15.83
"2010-03-26",15.882
"2010-04-01",16.385
"2010-04-09",17.146
"2010-04-16",17.534
"2010-04-23",17.864
"2010-04-30",17.606
"2010-05-07",17.266
"2010-05-14",17.402
"2010-05-21",17.006
"2010-05-28",16.294
"2010-06-04",16.4875
"2010-06-11",16.328
"2010-06-18",17.228
"2010-06-25",16.97
"2010-07-02",16.634
"2010-07-09",16.75
"2010-07-16",17.492
"2010-07-23",17.342
"2010-07-30",17.862
"2010-08-06",18.142
"2010-08-13",17.668
"2010-08-20",17.174
"2010-08-27",17.098
"2010-09-03",17.534
"2010-09-10",17.325
"2010-09-17",17.252
"2010-09-24",16.906
"2010-10-01",17.368
"2010-10-08",17.978
"2010-10-15",17.79
"2010-10-22",17.85
"2010-10-29",17.902
"2010-11-05",18.238
"2010-11-12",18.332
"2010-11-19",17.986
"2010-11-26",17.9975
"2010-12-03",18.234
"2010-12-10",18.972
"2010-12-17",19.464
"2010-12-23",20.7925
"2010-12-31",20.878
"2011-01-07",20.71
"2011-01-14",20.248
"2011-01-21",20.1075
"2011-01-28",20.582
"2011-02-04",20.728
"2011-02-11",20.558
"2011-02-18",20.376
"2011-02-25",20.12
"2011-03-04",20.506
"2011-03-11",20.754
"2011-03-18",20.312
"2011-03-25",20.588
"2011-04-01",20.65
"2011-04-08",21.274
"2011-04-15",21.406
"2011-04-21",21.3625
"2011-04-29",21.234
"2011-05-06",22.428
"2011-05-13",22.956
"2011-05-20",22.692
"2011-05-27",22.578
"2011-06-03",22.86
"2011-06-10",22.676
"2011-06-17",23.24
"2011-06-24",23.858
"2011-07-01",24.704
"2011-07-08",25.47
"2011-07-15",24.988
"2011-07-22",25.408
"2011-07-29",24.948
"2011-08-05",24.778
"2011-08-12",22.328
"2011-08-19",21.252
"2011-08-26",20.784
"2011-09-02",21.27
"2011-09-09",20.6925
"2011-09-16",20.61
"2011-09-23",19.642
"2011-09-30",20.316
"2011-10-07",20.696
"2011-10-14",22.33
"2011-10-21",22.946
"2011-10-28",23.718
"2011-11-04",23.974
"2011-11-11",25.068
"2011-11-18",25.542
"2011-11-25",25.3675
"2011-12-02",26.28
"2011-12-09",26.554
"2011-12-16",26.892
"2011-12-23",28.352
"2011-12-30",29.2
"2012-01-06",28.9925
"2012-01-13",29.664
"2012-01-20",28.92
"2012-01-27",27.926
"2012-02-03",27.34
"2012-02-10",27.976
"2012-02-17",28.272
"2012-02-24",28.3375
"2012-03-02",28.392
"2012-03-09",28.404
"2012-03-16",29.938
"2012-03-23",30.344
"2012-03-30",30.286
"2012-04-05",30.6025
"2012-04-13",29.6
"2012-04-20",29.586
"2012-04-27",30.246
"2012-05-04",29.798
"2012-05-11",29.628
"2012-05-18",29
"2012-05-25",28.184
"2012-06-01",27.82
"2012-06-08",27.784
"2012-06-15",27.654
"2012-06-22",28.026
"2012-06-29",28.322
"2012-07-06",29.64
"2012-07-13",29.744
"2012-07-20",32.678
"2012-07-27",31.314
"2012-08-03",31.08
"2012-08-10",31.156
"2012-08-17",31.114
"2012-08-24",31.114
"2012-08-31",31.396
"2012-09-07",32.3625
"2012-09-14",32.972
"2012-09-21",33.13
"2012-09-28",33.288
"2012-10-05",33.246
"2012-10-12",32.708
"2012-10-19",31.794
"2012-10-26",31.864
"2012-11-02",31.7566666666667
"2012-11-09",30.944
"2012-11-16",30.688
"2012-11-23",31.51
"2012-11-30",31.198
"2012-12-07",31.652
"2012-12-14",31.828
"2012-12-21",32.394
"2012-12-28",32.755
"2013-01-04",33.415
"2013-01-11",33.476
"2013-01-18",34.162
"2013-01-25",35.5
"2013-02-01",35.988
"2013-02-08",36.732
"2013-02-15",37.164
"2013-02-22",37.695
"2013-03-01",37.574
"2013-03-08",39.858
"2013-03-15",41.124
"2013-03-22",41.898
"2013-03-28",43.4425
"2013-04-05",42.112
"2013-04-12",40.642
"2013-04-19",39.498
"2013-04-26",40.398
"2013-05-03",39.976
"2013-05-10",41.178
"2013-05-17",42.744
"2013-05-24",43.608
"2013-05-31",43.5025
