"Date","Target","Costco","Walmart","Walgreen","Safeway","SP500"
"2013-04-24",67.95,106.69,76.16,47.98,24.63,1578.79
"2013-04-25",68.89,107.98,76.76,48.62,21.2,1585.16
"2013-04-26",68.74,108.12,77.14,48.2,20.32,1582.24
"2013-04-29",68.86,107.48,76.51,48.34,20.49,1593.61
"2013-04-30",68.78,107.28,75.86,48.43,19.63,1597.57
"2013-05-01",68.76,107.08,76.19,47.87,19.79,1582.7
"2013-05-02",67.45,107.54,76.58,47.81,20.39,1597.59
"2013-05-03",68.72,108.59,77.35,46.97,20.88,1614.42
"2013-05-06",68.27,107.94,76.94,46.8,20.69,1617.5
"2013-05-07",68.77,108.55,76.94,48.12,21.03,1625.96
"2013-05-08",68.04,108.45,76.83,48.05,21.13,1632.69
"2013-05-09",67.73,107.99,76.98,46.77,21.06,1626.67
"2013-05-10",67.98,108.83,77.46,47.66,21.32,1633.7
"2013-05-13",68.04,108.85,77.08,48,21.49,1633.77
"2013-05-14",68.04,110.21,77.35,48.51,22.18,1650.34
"2013-05-15",68.97,111.94,78.41,48.94,22.2,1658.78
"2013-05-16",68.59,110.64,77.08,48.04,21.8,1650.47
"2013-05-17",69.63,112.17,76.46,48.8,21.92,1667.47
"2013-05-20",69.23,111.15,76,48.94,21.23,1666.29
"2013-05-21",69.83,112.59,75.99,49.29,21.19,1669.16
"2013-05-22",67.02,112.5,75.63,49.32,20.39,1655.35
"2013-05-23",67.29,112.31,74.95,49.58,20.39,1650.51
"2013-05-24",68.32,113.5,75.91,49.94,20.2,1649.6
"2013-05-28",68.11,113.93,75.92,49.41,20.39,1660.06
"2013-05-29",68.02,112.07,74.85,48.73,20.54,1648.36
"2013-05-30",68.41,111.01,74.26,48.21,20.3,1654.41
"2013-05-31",68.1,108.77,73.48,46.98,20.06,1630.74
"2013-06-03",69.62,110.01,74.32,47.71,20.22,1640.42
"2013-06-04",70.07,109.8,74.56,47.25,20.02,1631.38
"2013-06-05",68.76,108.32,73.89,47.84,19.59,1608.9
"2013-06-06",68.85,110.22,74.26,47.45,19.64,1622.56
"2013-06-07",68.94,109.72,74.95,48.61,19.8,1643.38
"2013-06-10",68.47,109.45,74.38,48.84,20.07,1642.81
"2013-06-11",68.59,109.16,73.89,48.73,20.32,1626.13
"2013-06-12",68.03,108.55,73.48,48.54,20.14,1612.52
"2013-06-13",68.19,110.01,73.64,49.25,21.63,1636.36
"2013-06-14",67.64,110.13,73.51,49.36,21.23,1626.73
"2013-06-17",68.45,110.83,73.59,49.56,21.2,1639.04
"2013-06-18",68.75,111.22,74.36,50.07,21.04,1651.81
"2013-06-19",67.49,109.33,73.11,49.41,20.71,1628.93
"2013-06-20",67.28,106.72,71.71,47.55,20.14,1588.19
"2013-06-21",67.44,107.8,72.18,47.92,20.06,1592.43
"2013-06-24",66.92,108.78,72.86,47.27,19.99,1573.09
"2013-06-25",67.74,109.39,73.02,44.48,20.29,1588.03
"2013-06-26",67.73,110.31,73.65,44.28,20.71,1603.26
"2013-06-27",67.41,110.62,73.9,44.17,20.96,1613.2
"2013-06-28",67.47,109.71,73.14,43.48,20.79,1606.28
"2013-07-01",67.93,109.57,73.24,43.62,20.48,1614.96
"2013-07-02",68.16,109.99,73.36,43.73,20.81,1614.08
"2013-07-03",67.98,110.04,73.41,43.4,20.72,1615.41
"2013-07-05",68.84,110.89,73.85,43.53,21.3,1631.89
"2013-07-08",69.75,111.74,75.32,44.59,21.47,1640.46
"2013-07-09",70.33,112.47,75.63,45.69,21.95,1652.32
"2013-07-10",70.58,112.76,75.38,47.07,21.49,1652.62
"2013-07-11",71.11,114.99,76.22,47.91,21.88,1675.02
"2013-07-12",71.1,115.55,76.22,47.96,21.58,1680.19
"2013-07-15",70.89,114.99,75.63,48.47,21.93,1682.5
"2013-07-16",70.62,115.62,75.97,48.46,21.81,1676.26
"2013-07-17",71.15,116.48,75.8,48.92,21.66,1680.91
"2013-07-18",70.96,116.15,75.94,49.72,23.13,1689.37
"2013-07-19",71.09,117.15,76.66,49.78,22.98,1692.09
"2013-07-22",71.56,117.13,76.46,50.42,22.75,1695.53
"2013-07-23",71.78,118.17,77.13,50.18,22.47,1692.39
"2013-07-24",71.84,116.98,76.81,50.25,22.42,1685.94
"2013-07-25",70.37,116.53,76.6,50.18,22.51,1690.25
"2013-07-26",70.02,115.66,76.59,49.99,22.83,1691.65
"2013-07-29",70.07,116.23,76.58,49.79,22.89,1685.33
"2013-07-30",69.98,116.02,76.48,49.19,22.68,1685.96
"2013-07-31",69.82,116.5,76.53,49.43,22.67,1685.73
"2013-08-01",70.14,117.42,76.8,50.3,22.53,1706.87
"2013-08-02",70.06,118.44,77.32,50.15,22.28,1709.67
"2013-08-05",70.54,119.13,77.34,50.13,22.06,1707.14
"2013-08-06",70.35,118.57,76.46,49.42,21.96,1697.37
"2013-08-07",70.24,118.72,76.43,48.88,21.67,1690.91
"2013-08-08",69.79,116.78,76.31,49.08,21.93,1697.48
"2013-08-09",69.3,115.03,75.96,48.8,22.02,1691.42
"2013-08-12",69.34,115.13,76.14,49.37,22.02,1689.47
"2013-08-13",69.76,115.05,75.93,49.72,22.61,1694.16
"2013-08-14",68.63,113.19,75.47,49.64,22.62,1685.39
"2013-08-15",67.69,111.21,73.51,48.56,23.12,1661.32
"2013-08-16",67.2,111.32,73.21,48.35,23.43,1655.83
"2013-08-19",67.29,111.49,72.69,48.04,23.51,1646.06
"2013-08-20",67,112.25,72.34,48.27,23.34,1652.35
"2013-08-21",64.59,111.38,72.66,47.94,23.08,1642.8
"2013-08-22",63.34,111.65,72.57,48.1,23.49,1656.96
"2013-08-23",63.45,112.48,72.55,48.3,23.46,1663.5
"2013-08-26",63.24,111.29,72.14,48.33,23.04,1656.78
"2013-08-27",62.38,111.09,71.97,46.78,22.83,1630.48
"2013-08-28",62.39,109.88,71.5,46.6,22.68,1634.96
"2013-08-29",62.27,110.81,71.55,47.1,22.88,1638.17
"2013-08-30",62.43,111.29,72.09,47.59,22.76,1632.97
"2013-09-03",62.7,111.4,71.8,48.25,22.72,1639.77
"2013-09-04",62.66,110.92,72.02,49,22.72,1653.08
"2013-09-05",62.58,114.02,71.79,49.69,22.79,1655.08
"2013-09-06",62.41,113.75,71.71,48.97,22.82,1655.17
"2013-09-09",63.04,114.75,72.62,49.72,23.07,1671.71
"2013-09-10",63.83,116.71,73.06,50.16,23.38,1683.99
"2013-09-11",64.08,118.63,73.15,50.24,23.38,1689.13
"2013-09-12",63.2,117.57,73.01,52.76,23.37,1683.42
"2013-09-13",62.87,116.42,73.46,52.93,24.78,1687.99
"2013-09-16",62.9,116.74,73.87,54.23,24.82,1697.6
"2013-09-17",63.48,117.29,74.24,54.37,27.43,1704.76
"2013-09-18",64.57,118.02,75.49,55.07,27.75,1725.52
"2013-09-19",64.48,118.58,75.28,55.43,27.67,1722.34
"2013-09-20",63.65,117.32,74.91,54.97,27.79,1709.91
"2013-09-23",63.5,116.96,75.49,55.67,27.99,1701.84
"2013-09-24",63.02,115.73,74.83,54.84,28.4,1697.42
"2013-09-25",62.36,114.81,73.74,54.3,28.25,1692.77
"2013-09-26",62.49,115.79,73.71,54.18,28.8,1698.67
"2013-09-27",63.05,115.12,73.46,53.97,28.55,1691.75
"2013-09-30",63.09,114.57,73.06,53.26,28.32,1681.55
"2013-10-01",63.02,114.4,72.7,55.68,28.3,1695
"2013-10-02",62.76,114.22,72.82,55.97,28.42,1693.87
"2013-10-03",62.57,113.82,72.27,55.4,28.09,1678.66
"2013-10-04",62.53,113.84,71.91,55.23,28,1690.5
"2013-10-07",61.81,112.82,71,54.64,27.86,1676.12
"2013-10-08",61.26,111.62,72.01,54.31,27.27,1655.45
"2013-10-09",61.82,113.99,72.11,54.46,27.26,1656.4
"2013-10-10",62.57,115.1,73.88,55.44,27.94,1692.56
"2013-10-11",62.33,115.29,73.91,55.4,29.87,1703.2
"2013-10-14",62.76,115.65,73.77,56.13,29.55,1710.14
"2013-10-15",62.05,114.76,73.47,55.74,28.98,1698.06
"2013-10-16",63.01,116.75,74.68,57.01,29.28,1721.54
"2013-10-17",63.96,117.64,74.86,58.17,29.55,1733.15
"2013-10-18",63.77,117.03,74.79,58,29.53,1744.5
"2013-10-21",63.8,116.77,74.24,57.8,29.15,1744.66
"2013-10-22",64.21,117.19,75.39,58.1,29.12,1754.67
"2013-10-23",63.37,116.55,74.98,58.2,31.49,1746.38
"2013-10-24",63.24,115.63,75.49,58.66,31.92,1752.07
"2013-10-25",63.18,115.83,75.15,58.6,32.34,1759.77
"2013-10-28",63.98,116.74,76.2,58.82,31.73,1762.11
"2013-10-29",63.42,118.13,76.12,59.16,31.4,1771.95
"2013-10-30",64.79,117.15,75.97,58.53,31.19,1763.31
"2013-10-31",63.89,117.38,75.82,58.65,30.89,1756.54
"2013-11-01",63.72,119,76.13,59.92,31.12,1761.64
"2013-11-04",64.31,119.71,76.39,59.55,31.08,1767.93
"2013-11-05",63.73,119.5,76.48,59.7,31.31,1762.97
"2013-11-06",64.78,123.42,77.21,59.24,30.32,1770.49
"2013-11-07",63.92,122.14,76.57,58.61,30.12,1747.15
"2013-11-08",64.2,122.14,77.01,59.1,29.23,1770.61
"2013-11-11",64.77,122.38,78.05,58.86,29.11,1771.89
"2013-11-12",64.53,121.81,77.75,58.89,29.84,1767.69
"2013-11-13",65.94,122.84,77.94,59.98,30.02,1782
"2013-11-14",65.74,123.41,78.12,59.83,30.5,1790.62
"2013-11-15",65.96,123.95,78.26,59.99,30.56,1798.18
"2013-11-18",65.95,122.98,78.26,59.83,29.25,1791.53
"2013-11-19",66.13,123.3,78.29,58.31,29.43,1787.87
"2013-11-20",65.99,122.43,77.94,59.11,29.35,1781.37
"2013-11-21",63.7,123.56,77.9,59.96,30.01,1795.85
"2013-11-22",63.22,124.87,78.84,60.21,30.35,1804.76
"2013-11-25",63.28,124.83,79.45,59.6,30.35,1802.48
"2013-11-26",63.39,124.84,79.7,59.25,30.56,1802.75
"2013-11-27",63.92,125.04,79.95,58.92,31.03,1807.23
"2013-11-29",63.45,125.09,80.02,58.91,30.95,1805.81
"2013-12-02",62.26,123.36,80.12,58.82,30.62,1800.9
"2013-12-03",62.34,123.49,80.22,58.43,30.95,1795.15
"2013-12-04",62.83,122.64,79.71,57.29,30.28,1792.81
"2013-12-05",62.16,120.62,78.93,55.84,28.89,1785.03
"2013-12-06",62.9,121.73,79.43,56.44,29.27,1805.09
"2013-12-09",62.76,121.33,79.44,56.39,28.98,1808.37
"2013-12-10",62.68,119.72,78.57,56.33,29.42,1802.62
"2013-12-11",62.45,118.25,78.58,57.4,29.61,1782.22
"2013-12-12",62.41,117.9,78,57.27,29.82,1775.5
"2013-12-13",61.89,117.59,77.58,56.74,29.67,1775.32
"2013-12-16",61.7,117.68,77.24,56.61,28.96,1786.54
"2013-12-17",61.18,117.23,76.75,55.98,28.92,1781
"2013-12-18",63.07,118.18,77.44,57.06,29.28,1810.65
"2013-12-19",61.68,117.67,76.74,56.67,29.23,1809.6
"2013-12-20",62.02,118.21,76.93,58.76,29.46,1818.32
"2013-12-23",61.41,118.37,77.37,57.26,29.02,1827.99
"2013-12-24",61.24,118.37,77.51,57.33,29.1,1833.32
"2013-12-26",62.01,118.31,77.89,57.39,29.11,1842.02
"2013-12-27",61.68,118.21,77.97,57.15,28.94,1841.4
"2013-12-30",62,118.45,78.13,57.56,29.13,1841.07
"2013-12-31",62.79,118.7,78.19,57.16,29.01,1848.36
"2014-01-02",62.7,117.49,78.4,56.36,28.91,1831.98
"2014-01-03",63.01,116.97,78.15,56.55,28.77,1831.37
"2014-01-06",62.58,116.09,77.71,56.86,28.2,1826.77
"2014-01-07",62.43,115.55,77.95,57.23,28.48,1837.88
"2014-01-08",62.22,113.74,77.33,59.07,28.78,1837.49
"2014-01-09",62.86,118.19,77.59,60.85,28.57,1838.13
"2014-01-10",62.15,117.53,77.54,60.07,28.63,1842.37
"2014-01-13",61.03,114.46,76.99,59.91,28.2,1819.2
"2014-01-14",61.24,115.92,77.46,59.71,28.57,1838.88
"2014-01-15",61.09,115.93,77.16,59.2,28.23,1848.38
"2014-01-16",60.35,115.25,76.27,59.6,28.24,1845.89
"2014-01-17",59.78,115.98,75.7,58.88,28.34,1838.7
"2014-01-21",58.75,114.62,75.35,58.45,28.5,1843.8
"2014-01-22",58.53,113.44,74.87,58.63,28.21,1844.86
"2014-01-23",58.21,112.5,74.48,58.07,27.86,1828.46
"2014-01-24",57.28,111.83,73.94,56.95,27.59,1790.29
"2014-01-27",57.27,112.78,73.67,57.12,27.75,1781.56
"2014-01-28",57.45,114.07,74.19,56.75,28.16,1792.5
"2014-01-29",56.46,111.93,73.62,56.23,27.87,1774.2
"2014-01-30",56.24,112.43,74.27,56.98,27.51,1794.19
"2014-01-31",56.21,112.06,74.2,57.07,27.82,1782.59
"2014-02-03",54.99,109.88,72.19,55.3,26.77,1741.89
"2014-02-04",54.7,110.59,72.26,55.68,26.97,1755.2
"2014-02-05",54.65,110.21,72.4,57.57,27.13,1751.64
"2014-02-06",55.44,113.95,72.35,58.93,27.52,1773.43
"2014-02-07",55.9,113.73,73.28,60.67,27.75,1797.02
"2014-02-10",56.08,113.54,73.29,60.36,28.53,1799.84
"2014-02-11",56.71,114.68,74.32,63.89,29.36,1819.75
"2014-02-12",56.52,114.81,74.48,65.1,29.14,1819.26
"2014-02-13",56.43,115.81,74.88,66.39,29.44,1829.83
"2014-02-14",56.06,116.1,75.3,64.78,29.97,1838.63
"2014-02-18",56.39,115.36,74.85,64.54,30.37,1840.76
"2014-02-19",57.31,114.91,74.37,65.51,30.82,1828.75
"2014-02-20",56.62,115.06,73.05,66.55,31.46,1839.78
"2014-02-21",56.24,113.19,72.65,66.32,32.81,1836.25
"2014-02-24",56.14,113.94,72.88,66.52,32.98,1847.61
"2014-02-25",56.51,115.46,72.88,66.95,33.07,1845.12
"2014-02-26",60.49,115.88,74.3,66.51,32.92,1845.16
"2014-02-27",60.66,116.22,74.08,68.19,33.23,1854.29
"2014-02-28",62.54,116.8,74.22,67.95,33.35,1859.45
"2014-03-03",61.96,115.75,73.64,67.4,33.86,1845.73
"2014-03-04",61.33,116.65,74.65,69.09,34.42,1873.91
"2014-03-05",60.6,116.47,74.32,68.48,35.16,1873.81
"2014-03-06",60.74,113.26,74.4,66.71,35.15,1877.03
"2014-03-07",60.75,113.5,74.58,67.21,34.38,1878.04
"2014-03-10",61.16,114.59,74.43,66.78,34.63,1877.17
"2014-03-11",60.94,114.71,74.92,66.52,34.42,1867.63
"2014-03-12",61.1,115.21,75.53,66.93,34.47,1868.2
"2014-03-13",59.73,114.41,74.93,66.93,34.13,1846.34
"2014-03-14",59.36,113.45,74.28,67.07,34.19,1841.13
"2014-03-17",59.67,113.46,74.68,67.34,34.12,1858.83
"2014-03-18",59.72,113.85,74.77,67.2,34.24,1872.25
"2014-03-19",59.48,112.85,74.38,66.83,34.18,1860.77
"2014-03-20",59.7,113.16,75.38,66.5,34.08,1872.01
"2014-03-21",59.45,113.83,76.1,64.75,34.03,1866.52
"2014-03-24",59.46,113.37,76.76,64.31,33.97,1857.44
"2014-03-25",59.06,113.93,76.87,66.42,33.95,1865.62
"2014-03-26",59.2,112.49,76.23,64.93,33.71,1852.56
"2014-03-27",59.74,112.03,76.14,64.35,33.58,1849.04
"2014-03-28",59.98,111.66,76.01,65.36,33.39,1857.62
"2014-03-31",60.51,111.68,76.43,66.03,33.07,1872.34
