Date,Open,High,Low,Close,Volume,Adj Close
2008-05-16,15.47,15.56,15.13,15.22,186600,14.72
2008-05-19,15.26,15.31,14.91,15.1,128000,14.6
2008-05-20,15.06,15.1,14.75,14.98,50200,14.48
2008-05-21,14.99,15.16,14.45,14.62,90200,14.14
2008-05-22,14.65,15.22,14.58,14.92,103400,14.43
2008-05-23,14.87,15.01,14.63,14.86,71800,14.37
2008-05-27,14.83,15.0,14.22,14.74,73500,14.25
2008-05-28,14.79,14.87,14.04,14.46,50700,13.98
2008-05-29,14.44,14.71,14.35,14.49,48600,14.01
2008-05-30,14.54,14.6,14.15,14.48,94300,14.0
2008-06-02,14.41,14.46,14.01,14.31,97700,13.84
2008-06-03,14.42,14.42,13.75,13.83,124500,13.37
2008-06-04,13.61,14.09,13.55,14.05,105200,13.73
2008-06-05,14.14,14.23,13.96,14.23,71400,13.91
2008-06-06,14.12,14.12,13.43,13.43,64000,13.13
2008-06-09,13.42,13.42,12.34,12.65,109500,12.37
2008-06-10,12.58,12.84,12.08,12.2,148200,11.93
2008-06-11,12.2,12.5,11.98,12.03,94000,11.76
2008-06-12,12.06,12.46,11.85,11.89,57300,11.62
2008-06-13,11.95,12.31,11.2,11.53,163200,11.27
2008-06-16,11.41,12.29,11.06,12.14,95600,11.87
2008-06-17,12.14,12.3,11.09,11.16,133300,10.91
2008-06-18,11.14,11.63,10.7,10.89,164600,10.65
2008-06-19,10.83,10.95,9.86,10.01,492900,9.78
2008-06-20,9.95,10.04,9.54,9.62,357300,9.4
2008-06-23,9.77,10.25,9.37,9.6,134600,9.38
2008-06-24,9.55,9.55,9.04,9.04,149000,8.84
2008-06-25,9.0,9.35,8.0,8.11,486500,7.93
2008-06-26,8.06,8.79,7.59,8.66,279700,8.47
2008-06-27,8.66,9.25,8.51,8.81,700800,8.61
2008-06-30,8.82,9.0,8.52,8.6,239700,8.41
2008-07-01,8.56,8.99,8.42,8.94,172800,8.74
2008-07-02,8.97,9.17,8.61,9.08,271500,8.88
2008-07-03,9.08,9.45,8.73,9.21,94500,9.0
2008-07-07,9.99,9.99,8.4,8.46,264300,8.27
2008-07-08,8.5,10.31,8.5,10.28,175900,10.05
2008-07-09,10.35,10.35,8.86,8.86,204100,8.66
2008-07-10,9.46,9.46,8.57,8.89,144600,8.69
2008-07-11,9.02,9.23,8.39,8.81,165300,8.61
2008-07-14,8.98,8.98,8.02,8.1,138000,7.92
2008-07-15,8.01,9.78,8.0,8.57,206900,8.38
2008-07-16,8.54,9.44,8.5,9.4,114500,9.19
2008-07-17,9.42,10.5,9.42,10.42,181800,10.19
2008-07-18,10.49,10.49,9.83,10.1,124200,9.87
2008-07-21,9.31,9.51,8.0,8.51,524200,8.32
2008-07-22,8.48,9.79,8.44,9.52,354200,9.31
2008-07-23,9.6,10.18,9.05,9.58,431800,9.36
2008-07-24,9.97,10.03,9.0,9.01,185700,8.81
2008-07-25,9.04,9.41,8.99,9.28,175400,9.07
2008-07-28,9.27,9.28,8.53,8.72,126400,8.52
2008-07-29,8.76,9.89,8.71,9.73,113800,9.51
2008-07-30,9.8,9.8,9.29,9.58,184300,9.36
2008-07-31,9.38,9.62,9.26,9.49,86300,9.28
2008-08-01,9.52,10.0,9.14,9.89,114700,9.67
2008-08-04,9.84,10.38,9.61,10.06,196900,9.83
2008-08-05,10.26,10.66,10.15,10.6,146800,10.36
2008-08-06,10.52,10.8,10.0,10.74,85500,10.5
2008-08-07,10.5,10.8,10.11,10.5,88300,10.26
2008-08-08,10.56,11.69,10.31,11.25,96900,11.0
2008-08-11,11.25,13.5,11.04,13.25,258600,12.95
2008-08-12,13.25,13.48,11.53,11.6,176600,11.34
2008-08-13,12.68,12.68,11.28,11.62,113000,11.36
2008-08-14,11.41,12.33,11.41,12.21,126300,11.94
2008-08-15,12.76,12.99,11.71,12.18,129500,11.91
2008-08-18,12.37,12.62,11.38,11.45,92100,11.19
2008-08-19,11.28,11.64,10.5,11.14,107700,10.89
2008-08-20,11.2,11.49,10.93,11.29,68700,11.04
2008-08-21,11.17,12.1,11.1,11.85,113400,11.58
2008-08-22,12.03,12.31,11.5,11.7,65400,11.44
2008-08-25,11.6,11.89,11.46,11.62,34100,11.36
2008-08-26,11.58,12.35,11.5,12.02,60700,11.75
2008-08-27,12.03,12.36,11.85,12.06,33200,11.79
2008-08-28,12.16,12.48,12.02,12.47,46800,12.19
2008-08-29,12.34,12.34,11.87,12.15,43100,11.88
2008-09-02,12.68,13.49,12.09,13.15,169600,12.85
2008-09-03,13.3,14.6,12.62,14.38,152000,14.22
2008-09-04,14.2,14.82,13.55,13.71,116000,13.56
2008-09-05,13.5,13.99,13.2,13.72,85300,13.57
2008-09-08,14.99,15.3,13.75,14.64,76900,14.48
2008-09-09,14.26,14.5,13.64,13.85,82400,13.69
2008-09-10,14.15,14.15,12.85,13.52,83100,13.37
2008-09-11,12.88,13.48,12.51,12.91,166300,12.77
2008-09-12,12.59,13.09,12.14,12.52,240100,12.38
2008-09-15,11.98,12.05,11.2,11.44,131900,11.31
2008-09-16,10.54,12.0,10.51,12.0,114400,11.87
2008-09-17,11.57,12.83,11.57,12.82,135100,12.68
2008-09-18,12.99,14.57,11.9,13.77,540800,13.62
2008-09-19,14.46,18.24,14.0,18.24,4300,18.04
2008-09-22,17.01,18.2,15.3,16.65,90900,16.46
2008-09-23,16.99,17.0,16.5,16.77,42400,16.58
2008-09-24,17.0,17.14,16.07,16.63,30900,16.44
2008-09-25,16.81,17.5,16.81,16.92,63300,16.73
2008-09-26,15.81,17.14,15.46,16.7,77600,16.51
2008-09-29,15.67,17.7,14.44,15.06,27700,14.89
2008-09-30,16.31,16.31,14.44,15.6,75700,15.43
2008-10-01,15.23,15.99,14.9,15.69,57000,15.51
2008-10-02,15.96,16.3,15.03,15.25,80500,15.08
2008-10-03,15.75,16.24,15.05,15.25,61500,15.08
2008-10-06,14.73,15.47,14.7,15.41,120500,15.24
2008-10-07,14.86,15.47,13.54,13.76,83300,13.61
2008-10-08,13.38,14.47,12.62,13.16,93900,13.01
2008-10-09,13.45,13.99,10.15,10.2,183100,10.09
2008-10-10,10.02,12.5,9.67,12.5,135300,12.36
2008-10-13,13.38,14.06,12.5,14.06,146000,13.9
2008-10-14,15.01,15.47,12.72,13.28,228400,13.13
2008-10-15,13.32,13.32,11.01,11.23,159900,11.1
2008-10-16,11.13,13.0,10.52,13.0,106900,12.85
2008-10-17,12.6,13.85,10.26,11.86,126100,11.73
2008-10-20,13.19,13.19,11.51,12.1,68000,11.96
2008-10-21,11.9,12.99,11.82,12.04,101000,11.9
2008-10-22,11.7,12.47,11.7,11.76,108200,11.63
2008-10-23,12.09,12.57,10.5,11.27,81900,11.14
2008-10-24,10.47,10.85,10.14,10.14,92100,10.03
2008-10-27,10.1,10.79,7.89,8.46,274300,8.37
2008-10-28,9.41,10.48,8.4,9.37,184600,9.26
2008-10-29,9.29,9.57,9.06,9.25,119200,9.15
2008-10-30,9.74,9.75,9.08,9.75,95300,9.64
2008-10-31,9.67,10.4,9.38,10.3,155400,10.18
2008-11-03,10.17,10.64,9.6,9.87,88700,9.76
2008-11-04,10.0,10.0,9.32,9.75,146100,9.64
2008-11-05,9.54,10.07,8.8,8.86,86600,8.76
2008-11-06,8.93,9.38,8.15,8.38,94000,8.29
2008-11-07,8.73,8.73,8.03,8.37,190600,8.28
2008-11-10,8.61,8.61,8.0,8.08,118100,7.99
2008-11-11,8.06,8.55,7.86,7.94,89700,7.85
2008-11-12,7.8,7.99,6.87,7.17,124600,7.09
2008-11-13,7.29,8.37,6.68,8.16,114700,8.07
2008-11-14,7.98,8.13,7.44,7.44,79100,7.36
2008-11-17,7.36,8.04,7.2,7.45,56000,7.37
2008-11-18,7.48,7.48,6.75,6.99,78400,6.91
2008-11-19,7.05,7.05,6.19,6.21,56700,6.14
2008-11-20,6.3,6.72,5.91,5.99,146300,5.92
2008-11-21,6.24,6.45,5.15,6.33,190600,6.26
2008-11-24,7.44,7.44,5.93,6.93,123200,6.85
2008-11-25,7.21,7.25,5.46,6.12,120300,6.05
2008-11-26,5.9,6.77,5.9,6.59,97300,6.52
2008-11-28,6.6,6.87,6.49,6.6,28800,6.53
2008-12-01,6.59,6.59,5.19,5.46,121100,5.4
2008-12-02,5.8,5.89,5.07,5.88,98700,5.81
2008-12-03,5.97,6.39,5.62,6.32,57000,6.25
2008-12-04,6.45,6.45,6.1,6.15,77700,6.08
2008-12-05,6.01,6.5,5.6,6.5,59000,6.43
2008-12-08,6.74,6.74,5.97,6.56,93500,6.49
2008-12-09,6.45,6.67,6.01,6.19,44400,6.12
2008-12-10,6.23,6.54,6.03,6.4,51000,6.33
2008-12-11,6.14,6.41,5.35,5.43,309500,5.37
2008-12-12,5.49,5.99,5.31,5.98,64000,5.91
2008-12-15,6.01,6.01,5.3,5.58,78100,5.52
2008-12-16,5.75,6.24,5.75,6.18,72400,6.11
2008-12-17,6.09,6.42,5.89,6.09,63500,6.02
2008-12-18,6.11,6.4,5.95,6.26,91100,6.19
2008-12-19,6.44,6.69,6.1,6.45,180300,6.38
2008-12-22,6.52,6.52,5.78,6.34,85500,6.27
2008-12-23,6.37,6.42,5.85,5.9,54200,5.83
2008-12-24,5.9,6.06,5.37,5.5,40200,5.44
2008-12-26,5.52,5.87,5.46,5.58,63500,5.52
2008-12-29,5.57,5.69,5.18,5.35,57100,5.29
2008-12-30,5.31,5.57,5.02,5.1,113400,5.1
2008-12-31,5.1,5.35,5.04,5.2,131100,5.2
2009-01-02,5.22,5.64,5.22,5.59,110800,5.59
2009-01-05,5.68,5.69,5.47,5.5,55200,5.5
2009-01-06,5.57,5.8,5.57,5.75,82200,5.75
2009-01-07,5.7,5.82,5.68,5.78,203100,5.78
2009-01-08,5.75,5.89,5.28,5.7,142200,5.7
2009-01-09,5.61,5.61,5.26,5.37,71300,5.37
2009-01-12,5.38,5.42,4.96,4.99,43200,4.99
2009-01-13,4.93,5.13,4.93,4.94,38500,4.94
2009-01-14,5.0,5.05,4.25,4.26,81500,4.26
2009-01-15,4.31,4.46,3.75,4.04,176900,4.04
2009-01-16,4.11,4.25,3.7,3.85,83700,3.85
2009-01-20,3.72,3.82,3.26,3.28,111300,3.28
2009-01-21,3.37,3.93,3.37,3.77,122300,3.77
2009-01-22,4.31,4.31,3.51,3.59,139600,3.59
2009-01-23,3.6,3.6,3.33,3.42,60800,3.42
2009-01-26,3.42,3.95,3.42,3.79,100300,3.79
2009-01-27,3.8,3.98,3.64,3.7,52400,3.7
2009-01-28,3.87,4.08,3.56,3.7,165500,3.7
2009-01-29,3.75,3.85,3.42,3.42,56200,3.42
2009-01-30,3.49,3.49,3.06,3.15,126700,3.15
2009-02-02,3.0,3.0,1.41,1.78,1104800,1.78
2009-02-03,2.0,2.0,1.49,1.59,453700,1.59
2009-02-04,1.66,1.67,1.51,1.57,345400,1.57
2009-02-05,1.6,1.84,1.53,1.84,391200,1.84
2009-02-06,2.48,2.48,1.85,2.07,515200,2.07
2009-02-09,2.48,2.86,2.11,2.61,417900,2.61
2009-02-10,2.99,3.0,2.3,2.34,380100,2.34
2009-02-11,2.3,2.45,2.11,2.2,187900,2.2
2009-02-12,2.15,2.21,1.95,2.07,236700,2.07
2009-02-13,2.1,2.49,1.86,1.89,275600,1.89
2009-02-17,1.95,2.11,1.81,1.82,162900,1.82
2009-02-18,2.0,2.0,1.69,1.69,99900,1.69
2009-02-19,1.7,1.77,1.65,1.68,73500,1.68
2009-02-20,1.63,1.68,1.5,1.66,277500,1.66
2009-02-23,1.75,1.75,1.6,1.6,95600,1.6
2009-02-24,1.7,1.83,1.51,1.74,215100,1.74
2009-02-25,1.89,1.89,1.58,1.71,161100,1.71
2009-02-26,1.72,1.86,1.63,1.65,104700,1.65
2009-02-27,1.78,1.78,1.65,1.71,134300,1.71
2009-03-02,1.65,1.78,1.55,1.55,87500,1.55
2009-03-03,1.9,2.0,1.51,1.51,159900,1.51
2009-03-04,1.55,1.98,1.55,1.71,228600,1.71
2009-03-05,1.83,1.83,1.49,1.49,250500,1.49
2009-03-06,1.61,1.61,1.37,1.4,186500,1.4
2009-03-09,1.45,1.45,1.31,1.33,111400,1.33
2009-03-10,1.41,1.73,1.39,1.62,235900,1.62
2009-03-11,1.68,1.8,1.56,1.69,384700,1.69
2009-03-12,1.8,1.93,1.74,1.92,251800,1.92
2009-03-13,2.0,2.25,1.95,2.01,332700,2.01
2009-03-16,2.86,2.9,2.15,2.9,507200,2.9
2009-03-17,2.85,2.85,2.2,2.61,410000,2.61
2009-03-18,2.84,2.84,2.67,2.74,253500,2.74
2009-03-19,2.91,3.2,2.65,2.75,602600,2.75
2009-03-20,2.79,2.95,2.55,2.95,292600,2.95
2009-03-23,3.19,3.65,2.97,3.48,555700,3.48
2009-03-24,3.41,3.65,3.2,3.45,263700,3.45
2009-03-25,3.65,4.25,3.38,4.08,612300,4.08
2009-03-26,4.09,4.75,4.0,4.49,430600,4.49
2009-03-27,4.6,5.0,4.5,4.74,327900,4.74
2009-03-30,4.67,4.67,3.7,3.76,407600,3.76
2009-03-31,3.74,3.76,3.05,3.3,501200,3.3
2009-04-01,3.45,3.45,2.75,2.86,555300,2.86
2009-04-02,3.05,3.21,2.9,3.05,460300,3.05
2009-04-03,3.15,3.15,2.87,3.02,269300,3.02
2009-04-06,3.05,3.05,2.9,2.94,215700,2.94
2009-04-07,3.1,3.1,2.86,2.94,228100,2.94
2009-04-08,2.99,3.01,2.8,2.88,133100,2.88
2009-04-09,2.9,3.1,2.82,3.1,265400,3.1
2009-04-13,3.33,3.83,3.19,3.6,495200,3.6
2009-04-14,3.9,3.9,3.36,3.44,494700,3.44
2009-04-15,3.46,3.65,3.46,3.58,166100,3.58
2009-04-16,3.64,3.68,3.46,3.58,266400,3.58
2009-04-17,3.73,3.75,3.45,3.56,235200,3.56
2009-04-20,3.61,3.62,3.19,3.21,181500,3.21
2009-04-21,3.02,3.4,3.0,3.38,188700,3.38
2009-04-22,3.43,3.58,3.3,3.42,108800,3.42
2009-04-23,3.51,3.51,3.25,3.27,75000,3.27
2009-04-24,3.35,3.4,3.17,3.24,88000,3.24
2009-04-27,3.2,3.25,3.02,3.07,130200,3.07
2009-04-28,3.07,3.07,3.0,3.02,92700,3.02
2009-04-29,3.1,3.2,3.09,3.2,88100,3.2
2009-04-30,3.35,3.35,3.13,3.13,119800,3.13
2009-05-01,3.18,3.26,3.04,3.14,64000,3.14
2009-05-04,3.2,3.26,3.16,3.25,184000,3.25
2009-05-05,3.25,3.28,3.15,3.27,154800,3.27
2009-05-06,3.19,3.3,3.19,3.29,170000,3.29
2009-05-07,3.55,3.55,3.29,3.3,228000,3.3
2009-05-08,3.48,3.48,3.26,3.45,277400,3.45
2009-05-11,3.55,3.7,3.4,3.55,289500,3.55
2009-05-12,3.83,3.84,3.3,3.36,160100,3.36
2009-05-13,3.48,3.48,3.0,3.0,203000,3.0
2009-05-14,3.1,3.46,3.07,3.46,192500,3.46
2009-05-15,3.6,3.6,3.2,3.28,133500,3.28
2009-05-18,3.35,3.5,3.28,3.49,158400,3.49
2009-05-19,3.54,3.54,3.23,3.31,164500,3.31
2009-05-20,3.42,3.44,3.35,3.41,74400,3.41
2009-05-21,3.41,3.5,3.3,3.37,83800,3.37
2009-05-22,3.4,3.42,3.2,3.2,132100,3.2
2009-05-26,3.22,3.4,3.22,3.4,92500,3.4
2009-05-27,3.37,3.38,3.2,3.21,138800,3.21
2009-05-28,3.18,3.28,3.11,3.26,130300,3.26
2009-05-29,3.26,3.3,3.0,3.0,361400,3.0
2009-06-01,3.02,3.21,3.02,3.06,205500,3.06
2009-06-02,3.1,3.18,3.03,3.09,165300,3.09
2009-06-03,3.09,3.13,3.01,3.05,109100,3.05
2009-06-04,3.03,3.13,2.95,3.13,300400,3.13
2009-06-05,3.12,3.14,3.08,3.1,90600,3.1
2009-06-08,3.02,3.15,3.01,3.1,138000,3.1
2009-06-09,3.13,3.14,3.08,3.11,49800,3.11
2009-06-10,3.15,3.15,3.05,3.11,117600,3.11
2009-06-11,3.12,3.14,3.05,3.08,119100,3.08
2009-06-12,3.13,3.13,3.0,3.03,72600,3.03
2009-06-15,3.0,3.1,2.95,3.06,86400,3.06
2009-06-16,3.09,3.09,2.98,3.0,66300,3.0
2009-06-17,3.0,3.0,2.81,2.9,109400,2.9
2009-06-18,2.91,2.93,2.8,2.81,95700,2.81
2009-06-19,2.88,2.88,2.71,2.74,172100,2.74
2009-06-22,2.74,2.78,2.5,2.5,120400,2.5
2009-06-23,2.52,2.6,2.5,2.51,94900,2.51
2009-06-24,2.51,2.63,2.51,2.59,64700,2.59
2009-06-25,2.61,2.72,2.59,2.72,77900,2.72
2009-06-26,2.7,2.73,2.29,2.32,2480400,2.32
2009-06-29,2.47,2.58,2.33,2.33,259500,2.33
2009-06-30,2.34,2.38,2.28,2.36,116000,2.36
2009-07-01,2.43,2.43,2.18,2.18,88000,2.18
2009-07-02,2.1,2.19,2.01,2.03,171500,2.03
2009-07-06,2.03,2.4,2.03,2.09,402700,2.09
2009-07-07,2.09,2.09,2.03,2.05,182800,2.05
2009-07-08,2.04,2.07,2.0,2.0,368700,2.0
2009-07-09,2.05,2.39,2.01,2.11,294500,2.11
2009-07-10,2.2,2.2,2.14,2.19,53100,2.19
2009-07-13,2.25,2.3,2.16,2.19,105200,2.19
2009-07-14,2.19,2.3,2.19,2.25,175800,2.25
2009-07-15,2.25,2.42,2.25,2.38,176600,2.38
2009-07-16,2.43,2.43,2.25,2.27,125000,2.27
2009-07-17,2.29,2.29,2.15,2.21,107000,2.21
2009-07-20,2.27,2.27,2.17,2.19,48100,2.19
2009-07-21,2.17,2.23,2.11,2.14,72000,2.14
2009-07-22,2.18,2.2,2.06,2.1,95300,2.1
2009-07-23,2.05,2.16,2.05,2.09,56200,2.09
2009-07-24,2.17,2.2,2.1,2.12,78100,2.12
2009-07-27,2.18,2.2,2.12,2.14,76300,2.14
2009-07-28,2.13,2.18,2.12,2.12,120500,2.12
2009-07-29,2.13,2.16,2.08,2.11,66200,2.11
2009-07-30,2.15,2.2,2.08,2.08,61200,2.08
2009-07-31,2.16,2.32,2.11,2.32,146500,2.32
2009-08-03,2.45,2.5,2.3,2.35,185100,2.35
2009-08-04,2.46,2.46,2.27,2.27,129400,2.27
2009-08-05,2.25,2.38,2.19,2.38,135900,2.38
2009-08-06,2.45,2.68,2.45,2.5,348300,2.5
2009-08-07,2.69,2.78,2.51,2.78,322200,2.78
2009-08-10,3.0,3.48,2.85,3.4,600400,3.4
2009-08-11,3.52,3.58,3.07,3.25,421200,3.25
2009-08-12,3.3,3.42,3.21,3.23,166200,3.23
2009-08-13,3.25,3.39,3.25,3.29,146600,3.29
2009-08-14,3.42,3.45,3.25,3.34,188900,3.34
2009-08-17,3.65,3.65,3.0,3.04,165600,3.04
2009-08-18,3.09,3.23,3.07,3.2,169200,3.2
2009-08-19,3.2,3.32,3.14,3.31,116400,3.31
2009-08-20,3.29,3.32,3.2,3.2,201100,3.2
2009-08-21,3.4,3.4,3.25,3.3,246700,3.3
2009-08-24,3.4,3.4,3.2,3.21,239500,3.21
2009-08-25,3.2,3.24,3.06,3.09,159400,3.09
2009-08-26,3.13,3.15,3.1,3.11,87500,3.11
2009-08-27,3.14,3.14,3.03,3.11,157200,3.11
2009-08-28,3.11,3.15,2.8,2.94,459900,2.94
2009-08-31,3.25,3.25,2.95,3.08,291500,3.08
2009-09-01,3.13,3.15,2.93,2.95,170700,2.95
2009-09-02,3.04,3.04,2.9,3.04,144800,3.04
2009-09-03,3.1,3.1,2.93,2.96,102400,2.96
2009-09-04,2.93,2.96,2.9,2.95,112500,2.95
2009-09-08,2.94,2.94,2.9,2.92,100400,2.92
2009-09-09,2.92,2.92,2.7,2.79,211300,2.79
2009-09-10,2.88,2.9,2.7,2.8,132700,2.8
2009-09-11,2.77,2.79,2.71,2.71,73500,2.71
2009-09-14,2.65,2.82,2.65,2.73,95000,2.73
2009-09-15,2.75,2.79,2.69,2.71,125800,2.71
2009-09-16,2.7,2.75,2.65,2.66,142400,2.66
2009-09-17,2.62,2.69,2.3,2.34,686500,2.34
2009-09-18,2.45,2.6,2.4,2.4,533500,2.4
2009-09-21,2.4,2.5,2.4,2.42,130700,2.42
2009-09-22,2.5,2.64,2.5,2.61,271600,2.61
2009-09-23,2.82,2.9,2.63,2.69,171700,2.69
2009-09-24,2.7,2.85,2.52,2.62,221500,2.62
2009-09-25,2.67,2.67,2.52,2.52,111000,2.52
2009-09-28,2.53,2.8,2.51,2.6,191000,2.6
2009-09-29,2.65,2.67,2.6,2.64,53400,2.64
2009-09-30,2.65,2.65,2.59,2.59,73500,2.59
2009-10-01,2.61,2.64,2.52,2.55,82400,2.55
2009-10-02,2.65,2.65,2.45,2.54,193800,2.54
2009-10-05,2.6,2.6,2.45,2.48,88000,2.48
2009-10-06,2.51,2.59,2.5,2.5,95300,2.5
2009-10-07,2.55,2.55,2.47,2.48,62200,2.48
2009-10-08,2.53,2.54,2.45,2.46,150100,2.46
2009-10-09,2.54,2.54,2.46,2.54,87900,2.54
2009-10-12,2.49,2.52,2.4,2.48,129700,2.48
2009-10-13,2.52,2.52,2.45,2.51,84800,2.51
2009-10-14,2.54,2.6,2.46,2.53,114900,2.53
2009-10-15,2.49,2.55,2.47,2.54,56000,2.54
2009-10-16,2.54,2.55,2.46,2.53,120500,2.53
2009-10-19,2.46,2.55,2.45,2.55,159100,2.55
2009-10-20,2.45,2.48,2.4,2.46,140000,2.46
2009-10-21,2.51,2.51,2.4,2.4,66400,2.4
2009-10-22,2.4,2.5,2.4,2.48,109400,2.48
2009-10-23,2.49,2.54,2.4,2.54,150900,2.54
2009-10-26,2.52,2.6,2.36,2.6,213300,2.6
2009-10-27,2.62,2.68,2.43,2.66,219900,2.66
2009-10-28,2.62,2.7,2.48,2.5,67700,2.5
2009-10-29,2.5,2.55,2.42,2.42,37400,2.42
2009-10-30,2.6,2.6,2.29,2.32,125300,2.32
2009-11-02,2.34,2.43,2.32,2.33,85200,2.33
2009-11-03,2.28,2.3,2.0,2.28,121200,2.28
2009-11-04,2.27,2.37,2.26,2.26,39100,2.26
2009-11-05,2.23,2.25,2.03,2.11,267300,2.11
2009-11-06,2.08,2.1,1.98,2.01,235000,2.01
2009-11-09,2.04,2.05,1.9,1.93,137300,1.93
2009-11-10,1.94,1.95,1.67,1.74,370100,1.74
2009-11-11,1.7,1.74,1.62,1.63,157200,1.63
2009-11-12,1.63,1.67,1.62,1.64,170800,1.64
2009-11-13,1.68,1.84,1.65,1.84,85400,1.84
2009-11-16,2.35,2.35,1.85,1.98,212500,1.98
2009-11-17,1.98,2.02,1.9,1.9,65500,1.9
2009-11-18,1.45,1.8,1.45,1.78,364000,1.78
2009-11-19,1.87,1.94,1.77,1.94,125200,1.94
2009-11-20,1.9,1.9,1.81,1.82,49300,1.82
2009-11-23,1.89,1.97,1.82,1.82,192000,1.82
2009-11-24,1.75,1.89,1.75,1.77,79500,1.77
2009-11-25,1.76,1.83,1.74,1.74,55400,1.74
2009-11-27,1.72,1.88,1.72,1.83,55700,1.83
2009-11-30,1.8,1.84,1.72,1.83,139500,1.83
2009-12-01,1.8,1.84,1.75,1.75,82900,1.75
2009-12-02,1.81,1.81,1.73,1.76,64700,1.76
2009-12-03,1.81,1.81,1.72,1.72,38300,1.72
2009-12-04,1.72,1.79,1.7,1.76,57100,1.76
2009-12-07,1.8,1.8,1.76,1.77,60500,1.77
2009-12-08,1.79,1.85,1.7,1.71,87100,1.71
2009-12-09,1.76,1.81,1.72,1.77,40100,1.77
2009-12-10,1.75,1.78,1.7,1.7,63000,1.7
2009-12-11,1.77,1.77,1.71,1.72,17000,1.72
2009-12-14,1.77,1.77,1.7,1.7,74900,1.7
2009-12-15,1.71,1.72,1.68,1.68,59600,1.68
2009-12-16,1.68,1.76,1.68,1.71,52700,1.71
2009-12-17,1.68,1.77,1.68,1.72,30700,1.72
2009-12-18,1.7,1.77,1.69,1.72,39200,1.72
2009-12-21,1.75,1.77,1.75,1.77,55000,1.77
2009-12-22,1.8,1.8,1.72,1.79,80500,1.79
2009-12-23,1.8,1.8,1.69,1.72,101600,1.72
2009-12-24,1.69,1.74,1.65,1.65,39000,1.65
2009-12-28,1.6,1.74,1.6,1.7,133400,1.7
2009-12-29,1.7,1.74,1.7,1.72,93600,1.72
2009-12-30,1.73,1.73,1.7,1.73,78600,1.73
2009-12-31,1.74,1.75,1.64,1.74,113500,1.74
2010-01-04,1.75,1.83,1.75,1.83,128700,1.83
2010-01-05,1.84,1.96,1.78,1.83,264100,1.83
2010-01-06,1.88,2.0,1.84,1.9,146700,1.9
2010-01-07,1.9,2.1,1.9,2.07,245200,2.07
2010-01-08,2.24,2.24,2.11,2.19,259800,2.19
2010-01-11,2.32,2.39,2.25,2.33,293900,2.33
2010-01-12,2.42,2.42,2.32,2.34,216300,2.34
2010-01-13,2.34,2.34,1.99,2.0,291700,2.0
2010-01-14,2.03,2.11,2.0,2.05,115400,2.05
2010-01-15,2.07,2.07,1.95,2.0,164000,2.0
2010-01-19,2.1,2.26,2.03,2.1,144200,2.1
2010-01-20,2.19,2.19,1.98,2.11,99100,2.11
2010-01-21,2.06,2.12,2.0,2.12,89300,2.12
2010-01-22,2.15,2.15,1.92,1.92,103000,1.92
2010-01-25,2.0,2.0,1.86,1.86,56900,1.86
2010-01-26,1.85,1.85,1.8,1.82,56300,1.82
2010-01-27,1.81,1.95,1.81,1.86,60300,1.86
2010-01-28,1.86,1.9,1.85,1.85,59200,1.85
2010-01-29,1.95,1.95,1.88,1.91,27300,1.91
2010-02-01,1.95,1.95,1.72,1.83,183900,1.83
